"","female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
"1691032",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,13.395
"1691033",1,0,0,1,0,1,0,0,7,0.49,0.343,11.0833333333333
"1691060",1,0,0,1,0,1,0,0,23,5.29,12.167,10.6875
"1691069",0,1,0,0,0,1,0,0,3,0.09,0.027,10.1785714285714
"1691083",0,0,0,1,0,1,0,0,8,0.64,0.512,21.375
"1691084",1,1,0,0,0,1,0,0,8,0.64,0.512,8.55
"1691085",1,1,0,0,0,1,0,0,3,0.09,0.027,7.125
"1691091",1,1,0,0,0,1,0,0,25,6.25,15.625,142.5
"1691104",0,1,0,0,0,1,0,0,31,9.61,29.791,15.5454545454546
"1691112",1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,9.36428571428572
"1691113",1,1,0,0,0,1,0,0,23,5.29,12.167,23.3181818181818
"1691135",0,0,1,0,0,1,0,0,6,0.36,0.216,16.03125
"1691142",0,0,1,0,0,1,0,0,10.5,1.1025,1.157625,12.6214285714286
"1691175",0,0,1,0,0,1,0,0,18.5,3.4225,6.331625,5.34375
"1691186",1,1,0,0,0,1,0,0,4,0.16,0.064,15.39
"1691189",0,0,0,1,0,1,0,0,11,1.21,1.331,32.775
"1691190",0,1,0,0,0,1,0,0,2,0.04,0.008,28.5
"1691198",0,0,0,1,0,1,0,0,6,0.36,0.216,14.25
"1691207",1,1,0,0,0,1,0,0,12,1.44,1.728,14.25
"1691230",1,1,0,0,0,1,0,0,13,1.69,2.197,76
"1691233",0,1,0,0,0,1,0,0,4,0.16,0.064,27.7875
"1691254",0,0,1,0,0,1,0,0,8.5,0.7225,0.614125,14.535
"1691255",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,17.8125
"1691264",1,1,0,0,0,1,0,0,3,0.09,0.027,10.6875
"1691269",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,12.968925
"1691277",1,1,0,0,0,1,0,0,12,1.44,1.728,22.8
"1691298",1,1,0,0,0,1,0,0,8,0.64,0.512,34.9125
"1691329",0,0,1,0,0,1,0,0,33.5,11.2225,37.595375,61.9875
"1691382",0,1,0,0,0,1,0,0,9,0.81,0.729,24.58125
"1691383",0,0,0,1,0,1,0,0,12,1.44,1.728,26.71875
"1691406",0,0,0,1,0,1,0,0,9,0.81,0.729,22.44375
"1691414",0,1,0,0,0,1,0,0,19,3.61,6.859,31.0909090909091
"1691415",1,1,0,0,0,1,0,0,3,0.09,0.027,15.8333333333333
"1691416",0,0,0,1,0,1,0,0,25,6.25,15.625,7.125
"1691417",0,1,0,0,0,1,0,0,8,0.64,0.512,16.03125
"1691439",1,1,0,0,0,1,0,0,10,1,1,36.69375
"1691446",0,0,0,1,0,1,0,0,14,1.96,2.744,17.8125
"1691447",0,0,1,0,0,1,0,0,7,0.49,0.343,17.8125
"1691473",0,0,0,1,0,1,0,0,8,0.64,0.512,11.875
"1691484",0,1,0,0,0,1,0,0,2,0.04,0.008,7.41
"1691485",0,0,0,1,0,1,0,0,13,1.69,2.197,8.90625
"1691529",0,1,0,0,0,1,0,0,20,4,8,64.7727272727273
"1691530",1,0,1,0,0,1,0,0,12.5,1.5625,1.953125,16.03125
"1691543",0,1,0,0,0,1,0,0,14,1.96,2.744,12.825
"1691563",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,8.90625
"1691593",1,0,1,0,0,1,0,0,24,5.76,13.824,12.46875
"1691633",1,0,0,1,0,1,0,0,12,1.44,1.728,7.125
"1691648",1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,5.625
"1691651",0,0,0,1,0,1,0,0,31,9.61,29.791,14.25
"1691762",0,0,0,1,0,1,0,0,28,7.84,21.952,8.90625
"1691766",0,0,0,1,0,1,0,0,11,1.21,1.331,14.25
"1691839",0,0,0,1,0,1,0,0,27,7.29,19.683,20.4121621621622
"1691858",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,14.25
"1691859",1,0,1,0,0,1,0,0,9,0.81,0.729,8.55
"1691873",0,0,0,1,0,1,0,0,30,9,27,17.1
"1691875",0,0,0,1,0,1,0,0,9,0.81,0.729,3.8
"1691882",0,1,0,0,0,1,0,0,2,0.04,0.008,16.3875
"1691919",0,0,0,1,0,1,0,0,7,0.49,0.343,8.90625
"1691920",1,0,0,1,0,1,0,0,8,0.64,0.512,8.55
"1691988",0,0,0,1,0,1,0,0,6,0.36,0.216,8.90625
"1692016",0,0,0,1,0,1,0,0,9,0.81,0.729,5.37225
"1692020",0,0,1,0,0,1,0,0,21.5,4.6225,9.938375,6.76875
"1692025",0,0,1,0,0,1,0,0,12.5,1.5625,1.953125,26.71875
"1692086",0,0,0,1,0,1,0,0,15,2.25,3.375,7.695
"1692087",0,1,0,0,0,1,0,0,13,1.69,2.197,9.77142857142857
"1692095",0,0,0,1,0,1,0,0,23,5.29,12.167,6.76875
"1692099",1,0,1,0,0,1,0,0,19.5,3.8025,7.414875,12.46875
"1692128",1,0,0,1,0,1,0,0,9,0.81,0.729,12.1125
"1692138",1,0,0,1,0,1,0,0,29,8.41,24.389,5.46928571428571
"1692144",1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,12.35
"1692175",0,1,0,0,0,1,0,0,14,1.96,2.744,17.6181818181818
"1692197",0,0,1,0,0,1,0,0,5,0.25,0.125,5.7
"1692199",0,0,1,0,0,1,0,0,9,0.81,0.729,9.5
"1692215",1,0,0,1,0,1,0,0,19,3.61,6.859,8.19375
"1692246",0,1,0,0,0,1,0,0,4,0.16,0.064,17.1
"1692276",1,1,0,0,0,1,0,0,6,0.36,0.216,8.19375
"1692292",1,1,0,0,0,1,0,0,12,1.44,1.728,16.98125
"1692305",0,0,0,1,0,1,0,0,17,2.89,4.913,7.73571428571428
"1692322",0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,9.61875
"1692367",0,0,1,0,0,1,0,0,8,0.64,0.512,15.8333333333333
"1692396",0,0,0,1,0,1,0,0,12,1.44,1.728,9.77142857142857
"1692409",0,1,0,0,0,1,0,0,2,0.04,0.008,3.25714285714286
"1692428",1,1,0,0,0,1,0,0,26,6.76,17.576,14.9625
"1692437",0,0,0,1,0,1,0,0,12,1.44,1.728,16.03125
"1692474",1,0,0,1,0,1,0,0,25,6.25,15.625,13.0625
"1692476",0,0,1,0,0,1,0,0,24,5.76,13.824,19.59375
"1692540",0,0,0,1,0,1,0,0,16,2.56,4.096,8.55
"1692568",0,0,0,1,0,1,0,0,14,1.96,2.744,14.25
"1692634",1,0,0,1,0,1,0,0,11,1.21,1.331,8.55
"1692639",0,0,0,1,0,1,0,0,7,0.49,0.343,6.05625
"1692640",0,0,0,1,0,1,0,0,8,0.64,0.512,7.695
"1692666",0,0,0,1,0,1,0,0,34,11.56,39.304,10.3319625
"1692668",1,0,1,0,0,1,0,0,19,3.61,6.859,11.7166666666667
"1692669",1,1,0,0,0,1,0,0,3,0.09,0.027,11.04375
"1692679",1,0,0,1,0,1,0,0,34,11.56,39.304,11.75625
"1692689",1,0,0,1,0,1,0,0,25,6.25,15.625,20.6625
"1692696",0,0,1,0,0,1,0,0,28,7.84,21.952,12.9550636363636
"1692697",0,0,1,0,0,1,0,0,29.5,8.7025,25.672375,28.5008142857143
"1692705",0,1,0,0,0,1,0,0,2,0.04,0.008,17.8125
"1692737",1,1,0,0,0,1,0,0,15,2.25,3.375,8.49519230769231
"1692738",1,1,0,0,0,1,0,0,18,3.24,5.832,15.31875
"1692769",1,1,0,0,0,1,0,0,11,1.21,1.331,11.75625
"1692770",0,0,1,0,0,1,0,0,23.5,5.5225,12.977875,32.0625
"1692838",1,1,0,0,0,1,0,0,2,0.04,0.008,15.39
"1692905",0,0,0,1,0,1,0,0,9,0.81,0.729,16.245
"1692915",1,1,0,0,0,1,0,0,25,6.25,15.625,17.8125
"1692923",1,0,0,1,0,1,0,0,22,4.84,10.648,25.65
"1692968",0,0,0,1,0,1,0,0,17,2.89,4.913,11.4
"1692982",0,0,1,0,0,1,0,0,8.5,0.7225,0.614125,9.2625
"1693042",1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,10.6875
"1693066",1,1,0,0,0,1,0,0,11,1.21,1.331,15.561
"1693082",0,1,0,0,0,1,0,0,5,0.25,0.125,15.8333333333333
"1693093",0,0,1,0,0,1,0,0,12.5,1.5625,1.953125,12.46875
"1693102",1,1,0,0,0,1,0,0,3,0.09,0.027,19.59375
"1693123",0,0,0,1,0,1,0,0,14,1.96,2.744,17.8125
"1693139",1,1,0,0,0,1,0,0,16,2.56,4.096,20.3571428571429
"1693155",0,1,0,0,0,1,0,0,6,0.36,0.216,8.76923076923077
"1693160",1,0,1,0,0,1,0,0,4,0.16,0.064,17.8125
"1693183",1,1,0,0,0,1,0,0,3,0.09,0.027,20.5833333333333
"1693203",0,0,1,0,0,1,0,0,30.5,9.3025,28.372625,17.1
"1693208",0,0,1,0,0,1,0,0,12.5,1.5625,1.953125,8.95714285714286
"1693240",0,0,1,0,0,1,0,0,25.5,6.5025,16.581375,8.892
"1693280",1,1,0,0,0,1,0,0,8,0.64,0.512,12.3975
"1693287",0,0,0,1,0,1,0,0,21,4.41,9.261,13.18125
"1693308",0,1,0,0,0,1,0,0,5,0.25,0.125,26.71875
"1693309",0,0,0,1,0,1,0,0,10,1,1,11.75625
"1693315",0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,5.48076923076923
"1693324",0,0,1,0,0,1,0,0,16,2.56,4.096,8.90625
"1693327",1,0,0,1,0,1,0,0,17,2.89,4.913,7.125
"1693334",0,0,0,1,0,1,0,0,19,3.61,6.859,5.5575
"1693370",1,0,0,1,0,1,0,0,27,7.29,19.683,14.9625
"1693371",1,0,1,0,0,1,0,0,33.5,11.2225,37.595375,12.46875
"1693394",0,0,0,1,0,1,0,0,12,1.44,1.728,12.46875
"1693409",0,0,1,0,0,1,0,0,9,0.81,0.729,6.175
"1693418",1,0,1,0,0,1,0,0,13,1.69,2.197,8.22115384615384
"1693419",0,0,1,0,0,1,0,0,15.5,2.4025,3.723875,11.856
"1693421",0,0,0,1,0,1,0,0,17,2.89,4.913,11.4
"1693433",1,0,1,0,0,1,0,0,7.5,0.5625,0.421875,6.85096153846154
"1693437",1,1,0,0,0,1,0,0,4,0.16,0.064,14.25
"1693445",0,1,0,0,0,1,0,0,8,0.64,0.512,12.35
"1693446",1,1,0,0,0,1,0,0,10,1,1,8.90625
"1693448",0,1,0,0,0,1,0,0,16,2.56,4.096,6.669
"1693457",1,0,0,1,0,1,0,0,7,0.49,0.343,5.165625
"1693464",0,1,0,0,0,1,0,0,19,3.61,6.859,22.8
"1693465",1,1,0,0,0,1,0,0,11,1.21,1.331,37.40625
"1693468",0,1,0,0,0,1,0,0,7,0.49,0.343,10.5857142857143
"1693481",0,0,1,0,0,1,0,0,9.5,0.9025,0.857375,7.48125
"1693486",0,1,0,0,0,1,0,0,10,1,1,13.5375
"1693487",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,13.5375
"1693515",0,1,0,0,0,1,0,0,11,1.21,1.331,20.5528846153846
"1693545",0,0,0,1,0,1,0,0,13,1.69,2.197,13.89375
"1693547",0,1,0,0,0,1,0,0,3,0.09,0.027,4.275
"1693553",0,0,0,1,0,1,0,0,28,7.84,21.952,22.0875
"1693554",0,1,0,0,0,1,0,0,6,0.36,0.216,10.6875
"1693583",1,1,0,0,0,1,0,0,3,0.09,0.027,15.140625
"1693600",0,0,1,0,0,1,0,0,23,5.29,12.167,20.6625
"1693609",1,1,0,0,0,1,0,0,4,0.16,0.064,12.825
"1693610",0,1,0,0,0,1,0,0,2,0.04,0.008,6.4125
"1693615",1,1,0,0,0,1,0,0,28,7.84,21.952,20.235
"1693618",0,0,0,1,0,1,0,0,15,2.25,3.375,8.55
"1693631",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,9.975
"1693679",1,0,0,1,0,1,0,0,24,5.76,13.824,15.8333333333333
"1693682",1,1,0,0,0,1,0,0,6,0.36,0.216,12.46875
"1693684",0,1,0,0,0,1,0,0,14,1.96,2.744,11.4
"1693685",1,1,0,0,0,1,0,0,6,0.36,0.216,8.22115384615384
"1693699",1,0,0,1,0,1,0,0,17,2.89,4.913,17.8125
"1693705",1,0,1,0,0,1,0,0,12.5,1.5625,1.953125,3.20625
"1693711",1,1,0,0,0,1,0,0,13,1.69,2.197,11.221875
"1693785",1,0,1,0,0,1,0,0,7.5,0.5625,0.421875,11.04375
"1693799",1,1,0,0,0,1,0,0,8,0.64,0.512,10.6875
"1693802",0,1,0,0,0,1,0,0,3,0.09,0.027,10.33125
"1693839",0,0,0,1,0,1,0,0,7,0.49,0.343,8.23333333333333
"1693900",0,1,0,0,0,1,0,0,15,2.25,3.375,12.9545454545455
"1693953",0,0,1,0,0,1,0,0,14,1.96,2.744,13.5375
"1693968",0,0,1,0,0,1,0,0,13,1.69,2.197,9.91304347826087
"1693983",0,0,0,1,0,1,0,0,21,4.41,9.261,15.5454545454546
"1693986",0,0,1,0,0,1,0,0,21.5,4.6225,9.938375,13.4727272727273
"1694012",0,0,0,1,0,1,0,0,25,6.25,15.625,11.97
"1694013",0,0,0,1,0,1,0,0,13,1.69,2.197,14.25
"1694049",1,0,1,0,0,1,0,0,24,5.76,13.824,16.3875
"1694100",0,0,1,0,0,1,0,0,18.5,3.4225,6.331625,29.07
"1694119",0,0,0,1,0,1,0,0,12,1.44,1.728,37.40625
"1694138",1,1,0,0,0,1,0,0,4,0.16,0.064,16.3875
"1694168",0,1,0,0,0,1,0,0,6,0.36,0.216,42.75
"1694177",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,8.03846153846154
"1694180",1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,3.5625
"1694192",1,1,0,0,0,1,0,0,19,3.61,6.859,23.15625
"1694193",1,1,0,0,0,1,0,0,3,0.09,0.027,21.375
"1694203",1,0,1,0,0,1,0,0,13,1.69,2.197,11.578125
"1694206",0,0,1,0,0,1,0,0,24.5,6.0025,14.706125,28.5
"1694207",1,1,0,0,0,1,0,0,21,4.41,9.261,28.5
"1694213",1,0,1,0,0,1,0,0,5,0.25,0.125,8.55
"1694217",0,1,0,0,0,1,0,0,7,0.49,0.343,12.46875
"1694218",0,1,0,0,0,1,0,0,8,0.64,0.512,25.9090909090909
"1694219",1,1,0,0,0,1,0,0,7,0.49,0.343,22.44375
"1694225",0,0,0,1,0,1,0,0,11,1.21,1.331,26.71875
"1694227",0,1,0,0,0,1,0,0,8,0.64,0.512,16.03125
"1694250",0,0,1,0,0,1,0,0,5,0.25,0.125,16.03125
"1694275",1,0,0,1,0,1,0,0,15,2.25,3.375,5.34375
"1694303",1,1,0,0,0,1,0,0,5,0.25,0.125,10.6875
"1694316",0,1,0,0,0,1,0,0,3,0.09,0.027,21.909375
"1694333",0,1,0,0,0,1,0,0,22,4.84,10.648,98.8
"1694335",1,0,1,0,0,1,0,0,31.5,9.9225,31.255875,7.88297872340426
"1694340",1,1,0,0,0,1,0,0,11,1.21,1.331,19.7307692307692
"1694343",0,1,0,0,0,1,0,0,4,0.16,0.064,34.2678571428571
"1694351",1,0,1,0,0,1,0,0,12,1.44,1.728,4.9875
"1694382",1,0,1,0,0,1,0,0,17,2.89,4.913,18.525
"1694402",1,1,0,0,0,1,0,0,8,0.64,0.512,15.31875
"1694413",1,1,0,0,0,1,0,0,22,4.84,10.648,12.6666666666667
"1694414",1,1,0,0,0,1,0,0,23,5.29,12.167,27.075
"1694481",0,0,1,0,0,1,0,0,23.5,5.5225,12.977875,21.375
"1694490",0,0,0,1,0,1,0,0,7,0.49,0.343,17.1
"1694522",0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,10.6875
"1694533",1,0,1,0,0,1,0,0,32.5,10.5625,34.328125,6.75
"1694551",0,0,0,1,0,1,0,0,18,3.24,5.832,5.82954545454546
"1694559",1,0,1,0,0,1,0,0,12.5,1.5625,1.953125,8.90625
"1694562",1,1,0,0,0,1,0,0,13,1.69,2.197,24.9375
"1694582",0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,9.975
"1694593",1,1,0,0,0,1,0,0,4,0.16,0.064,4.880625
"1694595",0,1,0,0,0,1,0,0,3,0.09,0.027,13.6436170212766
"1694614",0,0,0,1,0,1,0,0,14,1.96,2.744,7.8375
"1694644",1,1,0,0,0,1,0,0,4,0.16,0.064,17.1
"1694647",0,1,0,0,0,1,0,0,7,0.49,0.343,19.95
"1694685",1,0,1,0,0,1,0,0,5,0.25,0.125,19.59375
"1694695",0,1,0,0,0,1,0,0,5,0.25,0.125,9.29347826086956
"1694700",0,0,0,1,0,1,0,0,32,10.24,32.768,11.4
"1694735",0,0,0,1,0,1,0,0,29,8.41,24.389,21.01875
"1694760",0,0,0,1,0,1,0,0,34,11.56,39.304,8.90625
"1694775",1,0,0,1,0,1,0,0,7,0.49,0.343,19.59375
"1694783",1,1,0,0,0,1,0,0,18,3.24,5.832,14.25
"1694789",1,0,1,0,0,1,0,0,24.5,6.0025,14.706125,17.4166666666667
"1694791",0,0,0,1,0,1,0,0,6,0.36,0.216,11.0833333333333
"1694794",1,1,0,0,0,1,0,0,29,8.41,24.389,4.68214285714286
"1694800",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,5.7
"1694810",1,0,0,1,0,1,0,0,10,1,1,8.55
"1694818",1,1,0,0,0,1,0,0,5,0.25,0.125,29.925
"1694832",0,0,0,1,0,1,0,0,33,10.89,35.937,9.61875
"1694834",0,0,0,1,0,1,0,0,20,4,8,13.18125
"1694845",0,0,0,1,0,1,0,0,24,5.76,13.824,6.76875
"1694848",0,0,0,1,0,1,0,0,8,0.64,0.512,12.46875
"1694866",0,1,0,0,0,1,0,0,3,0.09,0.027,12.46875
"1694942",1,0,0,1,0,1,0,0,19,3.61,6.859,9.61875
"1694943",0,0,0,1,0,1,0,0,15,2.25,3.375,8.55
"1694946",1,1,0,0,0,1,0,0,9,0.81,0.729,8.892
"1694963",1,0,1,0,0,1,0,0,18,3.24,5.832,11.75625
"1694979",0,0,1,0,0,1,0,0,28.5,8.1225,23.149125,19.59375
"1694988",0,1,0,0,0,1,0,0,6,0.36,0.216,13.8225
"1695005",1,0,1,0,0,1,0,0,18,3.24,5.832,14.25
"1695063",0,0,1,0,0,1,0,0,11.5,1.3225,1.520875,12.3913043478261
"1695067",0,1,0,0,0,1,0,0,14,1.96,2.744,42.75
"1695068",1,1,0,0,0,1,0,0,22,4.84,10.648,49.305
"1695098",0,0,0,1,0,1,0,0,15,2.25,3.375,7.8375
"1695111",1,1,0,0,0,1,0,0,2,0.04,0.008,12.46875
"1695130",0,0,1,0,0,1,0,0,9,0.81,0.729,13.5375
"1695143",0,0,1,0,0,1,0,0,10.5,1.1025,1.157625,23.15625
"1695153",0,0,1,0,0,1,0,0,10,1,1,35.625
"1695157",1,1,0,0,0,1,0,0,2,0.04,0.008,10.509375
"1695158",1,1,0,0,0,1,0,0,2,0.04,0.008,24.9375
"1695165",0,0,0,1,0,1,0,0,32,10.24,32.768,45.0818181818182
"1695173",0,0,1,0,0,1,0,0,21,4.41,9.261,9.2625
"1695175",1,0,1,0,0,1,0,0,11,1.21,1.331,16.4666666666667
"1695181",0,1,0,0,0,1,0,0,25,6.25,15.625,66.975
"1695183",0,0,1,0,0,1,0,0,16.5,2.7225,4.492125,14.25
"1695185",1,0,1,0,0,1,0,0,32,10.24,32.768,12.825
"1695197",1,1,0,0,0,1,0,0,17,2.89,4.913,26.71875
"1695202",0,0,1,0,0,1,0,0,32,10.24,32.768,12.46875
"1695212",0,1,0,0,0,1,0,0,25,6.25,15.625,5.25
"1695221",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,14.25
"1695253",1,0,1,0,0,1,0,0,20.5,4.2025,8.615125,10.6875
"1695254",0,0,0,1,0,1,0,0,27,7.29,19.683,4.275
"1695288",0,1,0,0,0,1,0,0,29,8.41,24.389,25.65
"1695289",0,0,0,1,0,1,0,0,20,4,8,21.375
"1695307",0,0,0,1,0,1,0,0,11,1.21,1.331,14.9625
"1695312",0,0,0,1,0,1,0,0,34,11.56,39.304,14.25
"1695335",0,0,1,0,0,1,0,0,25.5,6.5025,16.581375,11.221875
"1695336",0,1,0,0,0,1,0,0,22,4.84,10.648,13.5375
"1695343",1,0,1,0,0,1,0,0,9,0.81,0.729,32.6545875
"1695348",1,1,0,0,0,1,0,0,6,0.36,0.216,7.125
"1695349",0,1,0,0,0,1,0,0,16,2.56,4.096,17.8125
"1695350",1,0,0,1,0,1,0,0,21,4.41,9.261,18.88125
"1695369",0,0,1,0,0,1,0,0,10.5,1.1025,1.157625,17.45625
"1695382",1,0,0,1,0,1,0,0,18,3.24,5.832,10.6875
"1695389",1,0,0,1,0,1,0,0,6,0.36,0.216,10.45
"1695409",1,0,0,1,0,1,0,0,18,3.24,5.832,12.1125
"1695437",1,1,0,0,0,1,0,0,9,0.81,0.729,20.6625
"1695443",0,0,0,1,0,1,0,0,17,2.89,4.913,16.03125
"1695444",1,0,1,0,0,1,0,0,28,7.84,21.952,24.2897727272727
"1695518",0,1,0,0,0,1,0,0,8,0.64,0.512,12.1125
"1695520",1,0,0,1,0,1,0,0,10,1,1,15.8333333333333
"1695523",1,0,0,1,0,1,0,0,20,4,8,16.03125
"1695528",0,0,1,0,0,1,0,0,23,5.29,12.167,35.625
"1695535",0,0,1,0,0,1,0,0,19.5,3.8025,7.414875,14.25
"1695543",1,1,0,0,0,1,0,0,5,0.25,0.125,22.1666666666667
"1695545",0,1,0,0,0,1,0,0,13,1.69,2.197,85.5
"1695546",0,0,0,1,0,1,0,0,32,10.24,32.768,3.313125
"1695578",0,0,1,0,0,1,0,0,12.5,1.5625,1.953125,24.9375
"1695622",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,8.55
"1695630",0,0,1,0,0,1,0,0,9.5,0.9025,0.857375,17.8125
"1695685",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,10.865625
"1695686",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,10.6875
"1695687",0,0,1,0,0,1,0,0,9,0.81,0.729,19.0848214285714
"1695690",0,1,0,0,0,1,0,0,16,2.56,4.096,35.625
"1695691",0,0,1,0,0,1,0,0,19,3.61,6.859,17.5908333333333
"1695713",1,0,1,0,0,1,0,0,15.5,2.4025,3.723875,6.00535714285714
"1695734",1,0,1,0,0,1,0,0,32,10.24,32.768,15.675
"1695806",1,0,0,1,0,1,0,0,9,0.81,0.729,40.7142857142857
"1695807",1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,13.0285714285714
"1695863",0,0,1,0,0,1,0,0,20,4,8,21.375
"1695870",1,1,0,0,0,1,0,0,2,0.04,0.008,14.25
"1695871",0,1,0,0,0,1,0,0,4,0.16,0.064,23.15625
"1695875",0,0,1,0,0,1,0,0,18,3.24,5.832,10.1961206896552
"1695877",0,1,0,0,0,1,0,0,26,6.76,17.576,22.0875
"1695888",0,0,0,1,0,1,0,0,27,7.29,19.683,4.275
"1695891",0,0,1,0,0,1,0,0,7.5,0.5625,0.421875,14.25
"1695921",0,1,0,0,0,1,0,0,4,0.16,0.064,8.19375
"1695963",1,0,0,1,0,1,0,0,14,1.96,2.744,10.26
"1695971",1,1,0,0,0,1,0,0,3,0.09,0.027,7.303125
"1695999",0,0,0,1,0,1,0,0,16,2.56,4.096,7.41
"1696007",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,12.46875
"1696019",1,0,1,0,0,1,0,0,14,1.96,2.744,16.03125
"1696025",0,0,0,1,0,1,0,0,11,1.21,1.331,15.8333333333333
"1696026",1,1,0,0,0,1,0,0,6,0.36,0.216,11.6235294117647
"1696027",1,1,0,0,0,1,0,0,17,2.89,4.913,14.9625
"1696034",0,1,0,0,0,1,0,0,11,1.21,1.331,14.25
"1696035",0,0,1,0,0,1,0,0,11,1.21,1.331,7.6
"1696047",1,0,1,0,0,1,0,0,18.5,3.4225,6.331625,13.5375
"1696063",1,1,0,0,0,1,0,0,11,1.21,1.331,13.6166666666667
"1696112",0,1,0,0,0,1,0,0,13,1.69,2.197,26.71875
"1696137",0,1,0,0,0,1,0,0,20,4,8,18.525
"1696141",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,14.428125
"1696146",1,0,1,0,0,1,0,0,17.5,3.0625,5.359375,13.5375
"1696149",0,0,0,1,0,1,0,0,6,0.36,0.216,8.19375
"1696156",1,0,0,1,0,1,0,0,33,10.89,35.937,11.75625
"1696178",0,1,0,0,0,1,0,0,5,0.25,0.125,7.8375
"1696195",1,1,0,0,0,1,0,0,11,1.21,1.331,28.5
"1696208",0,0,1,0,0,1,0,0,4,0.16,0.064,19.59375
"1696209",1,0,1,0,0,1,0,0,4,0.16,0.064,14.25
"1696220",0,0,0,1,0,1,0,0,29,8.41,24.389,11.4
"1696225",1,0,1,0,0,1,0,0,5,0.25,0.125,11.75625
"1696226",0,1,0,0,0,1,0,0,3,0.09,0.027,14.9625
"1696262",1,1,0,0,0,1,0,0,6,0.36,0.216,13.125
"1696284",0,0,0,1,0,1,0,0,7,0.49,0.343,20.30625
"1696298",1,0,1,0,0,1,0,0,12,1.44,1.728,11.25
"1696344",1,0,0,1,0,1,0,0,18,3.24,5.832,8.018475
"1696478",0,0,1,0,0,1,0,0,15.5,2.4025,3.723875,17.45625
"1696492",1,0,0,1,0,1,0,0,23,5.29,12.167,2.686125
"1696514",0,0,0,1,0,1,0,0,21,4.41,9.261,11.04375
"1696590",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,6.76875
"1696649",0,0,0,1,0,1,0,0,10,1,1,4.47857142857143
"1696657",1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,7.125
"1696664",1,0,1,0,0,1,0,0,20.5,4.2025,8.615125,5.08114285714286
"1696678",0,0,1,0,0,1,0,0,7.5,0.5625,0.421875,7.125
"1696680",0,0,1,0,0,1,0,0,6,0.36,0.216,12.46875
"1696722",1,0,0,1,0,1,0,0,6,0.36,0.216,7.125
"1696723",0,0,0,1,0,1,0,0,13,1.69,2.197,10.6875
"1696725",1,0,0,1,0,1,0,0,31,9.61,29.791,16.3875
"1696753",0,0,0,1,0,1,0,0,13,1.69,2.197,17.8125
"1696786",0,1,0,0,0,1,0,0,4,0.16,0.064,12.593023255814
"1696800",1,1,0,0,0,1,0,0,21,4.41,9.261,10.26
"1696814",1,0,0,1,0,1,0,0,16,2.56,4.096,11.75625
"1696910",1,0,0,1,0,1,0,0,15,2.25,3.375,9.61875
"1696911",0,0,0,1,0,1,0,0,14,1.96,2.744,8.55
"1696930",0,1,0,0,0,1,0,0,3,0.09,0.027,16.74375
"1696936",1,1,0,0,0,1,0,0,5,0.25,0.125,21.73125
"1696937",1,0,1,0,0,1,0,0,28,7.84,21.952,12.1125
"1696960",1,0,1,0,0,1,0,0,33.5,11.2225,37.595375,10.18875
"1696964",0,0,0,1,0,1,0,0,7,0.49,0.343,39.1875
"1696972",1,1,0,0,0,1,0,0,8,0.64,0.512,19.59375
"1696980",1,1,0,0,0,1,0,0,25,6.25,15.625,13.5375
"1697002",0,1,0,0,0,1,0,0,8,0.64,0.512,26.3625
"1697025",1,1,0,0,0,1,0,0,6,0.36,0.216,9.375
"1697048",1,1,0,0,0,1,0,0,22,4.84,10.648,18.1363636363636
"1697049",1,0,1,0,0,1,0,0,31,9.61,29.791,4.75
"1697050",1,0,1,0,0,1,0,0,28.5,8.1225,23.149125,4.88571428571429
"1697052",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,12
"1697059",0,0,1,0,0,1,0,0,7.5,0.5625,0.421875,12.46875
"1697085",0,0,1,0,0,1,0,0,8.5,0.7225,0.614125,12.6214285714286
"1697089",1,0,0,1,0,1,0,0,10,1,1,7.875
